## Fri Jul 18 16:34:17 2025,,,,,,,,,,,,,,,,,,,,
## emapper-2.1.12,,,,,,,,,,,,,,,,,,,,
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel,,,,,,,,,,,,,,,,,,,,
##,,,,,,,,,,,,,,,,,,,,
#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
YP_009711904.1_photosystem-II-protein-Z-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1426,2.17e-23,90.1,"28WH7@1|root,2R399@2759|Eukaryota,2XH85@2836|Bacillariophyta",2836|Bacillariophyta,G,Controls the interaction of photosystem II (PSII) cores with the light-harvesting antenna,psbZ,-,-,ko:K02724,"ko00195,ko01100,map00195,map01100",-,-,-,"ko00000,ko00001,ko00194",-,-,-,Ycf9
YP_009711910.1_hypothetical-protein-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1380,1.25e-185,521,"COG0702@1|root,KOG1203@2759|Eukaryota,2XF8I@2836|Bacillariophyta",2836|Bacillariophyta,G,NmrA-like family,ycf39,-,-,-,-,-,-,-,-,-,-,-,NmrA
YP_009711912.1_photosystem-I-protein-subunit-III-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWC1,6.1e-106,308,"28NRD@1|root,2QTZ8@2759|Eukaryota,2XFHA@2836|Bacillariophyta",2836|Bacillariophyta,O,Photosystem I reaction centre subunit III,-,-,-,ko:K02694,"ko00195,ko01100,map00195,map01100",M00163,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PSI_PsaF
YP_009711921.1_ATP-synthase-C.1_epsilon-subunit-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWD9,1.7e-71,217,"COG0355@1|root,KOG1758@2759|Eukaryota",2759|Eukaryota,C,"proton-transporting ATP synthase activity, rotational mechanism",atpE,"GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015672,GO:0015985,GO:0015986,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034220,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046034,GO:0046390,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0098655,GO:0098660,GO:0098662,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600",-,"ko:K02114,ko:K02134","ko00190,ko00195,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map00195,map01100,map04714,map05010,map05012,map05016","M00157,M00158",-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,"ATP-synt_DE,ATP-synt_DE_N,PPR"
YP_009711920.1_ATP-synthase-C.1_beta-subunit-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1563,8.38e-313,855,"COG0055@1|root,KOG1350@2759|Eukaryota,2XE2T@2836|Bacillariophyta",2836|Bacillariophyta,C,Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits,atpB,-,3.6.3.14,ko:K02112,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194,ko01000",3.A.2.1,-,-,"ATP-synt_ab,ATP-synt_ab_N"
YP_009711922.1_Sec-independent-protein-translocase-component-TatC-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWE0,3.5e-135,387,"COG0805@1|root,2QVCB@2759|Eukaryota",2759|Eukaryota,U,protein transport by the Tat complex,tatC,"GO:0000003,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006886,GO:0006996,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009566,GO:0009567,GO:0009579,GO:0009657,GO:0009668,GO:0009977,GO:0009987,GO:0010027,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0019953,GO:0022414,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031360,GO:0031361,GO:0031976,GO:0031984,GO:0032991,GO:0033036,GO:0033281,GO:0034357,GO:0034613,GO:0042651,GO:0042886,GO:0042887,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043235,GO:0043953,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044703,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051704,GO:0055035,GO:0055085,GO:0061024,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0071944,GO:0098796,GO:0098797,GO:1904680",-,"ko:K02634,ko:K03118","ko00195,ko01100,ko03060,ko03070,map00195,map01100,map03060,map03070","M00162,M00336",-,-,"ko00000,ko00001,ko00002,ko00194,ko02044",2.A.64,-,-,TatC
YP_009711926.1_photosystem-I-subunit-II-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1339,9.82e-92,268,"28I81@1|root,2QQIC@2759|Eukaryota,2XFIZ@2836|Bacillariophyta",2836|Bacillariophyta,S,PsaD,psaD,-,-,ko:K02692,"ko00195,ko01100,map00195,map01100",M00163,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PsaD
YP_009711924.1_cytochrome-b6-f-complex-subunit-IV-(chloroplast)-[Fragilariopsiscylindrus],159749.K0RF53,2.38e-109,315,"COG1290@1|root,KOG4663@2759|Eukaryota,2XEDT@2836|Bacillariophyta",2836|Bacillariophyta,C,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions",petD,-,-,ko:K02637,"ko00195,ko01100,map00195,map01100",M00162,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,Cytochrom_B_C
YP_009711914.1_ribosomal-protein-L19-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWJ0,3.86e-55,174,"COG0335@1|root,KOG1698@2759|Eukaryota,2XFXY@2836|Bacillariophyta",2836|Bacillariophyta,J,Ribosomal protein L19,-,"GO:0000313,GO:0000315,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005762,GO:0005840,GO:0009507,GO:0009536,GO:0015934,GO:0031974,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0070013,GO:0098798,GO:1990904",-,-,-,-,-,-,-,-,-,-,Ribosomal_L19
YP_009711916.1_hypothetical-protein-(chloroplast)-[Fragilariopsiscylindrus],2880.D1J770,1.06e-40,136,"2901P@1|root,2SANI@2759|Eukaryota",2759|Eukaryota,S,Ycf66 protein N-terminus,ycf66,-,-,-,-,-,-,-,-,-,-,-,Ycf66_N
YP_009711913.1_ferredoxin-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1258,2.16e-58,181,"COG0633@1|root,2S3RJ@2759|Eukaryota,2XGJF@2836|Bacillariophyta",2836|Bacillariophyta,C,Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions,-,-,-,ko:K02639,"ko00195,map00195",-,-,-,"ko00000,ko00001,ko00194",-,-,-,Fer2
YP_009711925.1_cytochrome-b6-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft467,7.46e-149,419,"COG1290@1|root,KOG4663@2759|Eukaryota,2XETT@2836|Bacillariophyta",2836|Bacillariophyta,C,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions",petB,-,-,ko:K02635,"ko00195,ko01100,map00195,map01100",M00162,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,Cytochrome_B
YP_009711915.1_photosystem-II-cytochrome-c550-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWH0,5.04e-92,271,"2CXNY@1|root,2RYSJ@2759|Eukaryota,2XEME@2836|Bacillariophyta",2836|Bacillariophyta,C,Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II,-,-,-,ko:K02720,"ko00195,ko01100,map00195,map01100",-,-,-,"ko00000,ko00001,ko00194",-,-,-,Cytochrom_C550
YP_009711927.1_30S-ribosomal-protein-S20-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft989,6.37e-26,99,"COG0268@1|root,2R9BJ@2759|Eukaryota,2XH98@2836|Bacillariophyta",2836|Bacillariophyta,J,Binds directly to 16S ribosomal RNA,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,Ribosomal_S20p
YP_009711917.1_ribosomal-protein-L33-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1243,1.92e-34,118,"COG0267@1|root,2S7HT@2759|Eukaryota,2XH5S@2836|Bacillariophyta",2836|Bacillariophyta,J,Ribosomal protein L33,rpl33,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,Ribosomal_L33
YP_009711884.1_photosystem-II-chlorophyll-A-core-antenna-apoprotein-CP43-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWF9,0,978,"28ISP@1|root,2QR3X@2759|Eukaryota,2XE5P@2836|Bacillariophyta",2836|Bacillariophyta,P,"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation",-,-,-,ko:K02705,"ko00195,ko01100,map00195,map01100",M00161,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PSII
YP_009711931.1_30S-ribosomal-protein-S2-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1676,6.14e-115,334,"COG0052@1|root,KOG0832@2759|Eukaryota,2XE8D@2836|Bacillariophyta",2836|Bacillariophyta,J,Ribosomal protein S2,-,"GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0031974,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:0098798,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,-,-,-,-,-,-,-,-,-,Ribosomal_S2
YP_009711930.1_DNA-directed-RNA-polymerase-beta_-chain-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft2050,0,1545,"COG0086@1|root,2RUNH@2759|Eukaryota,2XF5V@2836|Bacillariophyta",2836|Bacillariophyta,H,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,rpoC2,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,"RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5"
YP_009711928.1_DNA-directed-RNA-polymerase-beta-subunit-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWD3,0,1770,"COG0085@1|root,KOG0214@2759|Eukaryota,2XEM3@2836|Bacillariophyta",2836|Bacillariophyta,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,-,"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234",-,-,-,-,-,-,-,-,-,-,"RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7"
YP_009711883.1_photosystem-II-protein-D2-(chloroplast)-[Fragilariopsiscylindrus],159749.K0RGG6,4.68e-261,714,"2CNIT@1|root,2QWJF@2759|Eukaryota",2759|Eukaryota,C,photosynthetic electron transport in photosystem II,psbD,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464",1.10.3.9,ko:K02706,"ko00195,ko01100,map00195,map01100",M00161,-,-,"ko00000,ko00001,ko00002,ko00194,ko01000",-,-,-,"PSII,Photo_RC"
YP_009711929.1_DNA-directed-RNA-polymerase-beta_-chain-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWD2,0,1128,"COG0086@1|root,2RUNJ@2759|Eukaryota,2XENN@2836|Bacillariophyta",2836|Bacillariophyta,H,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,-,"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234",-,-,-,-,-,-,-,-,-,-,"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3"
YP_009711957.1_ribosomal-protein-L24-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM9,1.3e-31,112,"COG0198@1|root,KOG1708@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rpl24,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009657,GO:0009941,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022625,GO:0022626,GO:0031967,GO:0031975,GO:0032544,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02895,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"KOW,ribosomal_L24"
YP_009711945.1_ribosomal-protein-L.1_(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWP2,1.59e-32,114,"COG0254@1|root,2S1BJ@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,rpl31,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464",-,ko:K02909,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L31
YP_009711958.1_50S-ribosomal-protein-L14-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM8,1.17e-70,214,"COG0093@1|root,KOG0901@2759|Eukaryota",2759|Eukaryota,J,large ribosomal subunit rRNA binding,rpl14,"GO:0000313,GO:0000315,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005762,GO:0005829,GO:0005840,GO:0008150,GO:0009507,GO:0009532,GO:0009534,GO:0009536,GO:0009547,GO:0009570,GO:0009579,GO:0009719,GO:0009725,GO:0009735,GO:0010033,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0031974,GO:0031976,GO:0031984,GO:0032991,GO:0042221,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043253,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0070013,GO:0070180,GO:0097159,GO:0098798,GO:1901363,GO:1990904",-,ko:K02874,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L14,Ribosomal_L16"
YP_009711962.1_ribosomal-protein-S3-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM4,2.15e-97,289,"COG0092@1|root,2QV63@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rps3,"GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022626,GO:0022627,GO:0031967,GO:0031975,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02982,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"KH_2,Ribosomal_S3_C"
YP_009711944.1_ribosomal-protein-S12-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWP3,1.16e-76,229,"COG0048@1|root,KOG1750@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rps12,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009532,GO:0009534,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0010467,GO:0019538,GO:0031976,GO:0031984,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,"ko:K02950,ko:K02992","ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosom_S12_S23
YP_009711946.1_30S-ribosomal-protein-S9-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWP1,2.95e-59,186,"COG0103@1|root,KOG1697@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rps9,"GO:0000312,GO:0000313,GO:0000314,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009547,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0030490,GO:0031967,GO:0031975,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02996,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S9
YP_009711961.1_50S-ribosomal-protein-L16-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM5,1.29e-77,233,"COG0197@1|root,KOG3422@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,MRPL16,"GO:0000048,GO:0000313,GO:0000314,GO:0000315,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0003824,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005761,GO:0005762,GO:0005763,GO:0005829,GO:0005840,GO:0006412,GO:0006414,GO:0006415,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015934,GO:0015935,GO:0016020,GO:0016043,GO:0016740,GO:0016746,GO:0016755,GO:0019538,GO:0019843,GO:0019866,GO:0022411,GO:0022625,GO:0022626,GO:0031090,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032543,GO:0032984,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0070125,GO:0070126,GO:0071704,GO:0071840,GO:0097159,GO:0098798,GO:0140053,GO:0140096,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,"ko:K02874,ko:K02878,ko:K10756","ko03010,ko03030,ko03420,ko03430,map03010,map03030,map03420,map03430","M00178,M00179,M00289,M00295",-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03032,ko03036,ko03400",-,-,-,Ribosomal_L16
YP_009711876.1_photosystem-I-p700-chlorophyll-A-apoprotein-B-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1611,0,1470,"28JJ8@1|root,2QRYE@2759|Eukaryota,2XEB4@2836|Bacillariophyta",2836|Bacillariophyta,C,"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6",psaB,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0016168,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046906,GO:0048037,GO:0055035,GO:0097159,GO:1901363",-,ko:K02690,"ko00195,ko01100,map00195,map01100",M00163,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PsaA_PsaB
YP_009711959.1_30S-ribosomal-protein-S17-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM7,9.01e-42,138,"COG0186@1|root,KOG1740@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,rps17,"GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0031974,GO:0032543,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:0098798,GO:0140053,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02961,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S17
